,date,coolingdegreedays,coolingdegreedaysnormal,fog,gdegreedays,hail,heatingdegreedays,heatingdegreedaysnormal,humidity,maxdewpti,maxdewptm,maxhumidity,maxpressurei,maxpressurem,maxtempi,maxtempm,maxvisi,maxvism,maxwspdi,maxwspdm,meandewpti,meandewptm,meanpressurei,meanpressurem,meantempi,meantempm,meanvisi,meanvism,meanwdird,meanwdire,meanwindspdi,meanwindspdm,mindewpti,mindewptm,minhumidity,minpressurei,minpressurem,mintempi,mintempm,minvisi,minvism,minwspdi,minwspdm,monthtodatecoolingdegreedays,monthtodatecoolingdegreedaysnormal,monthtodateheatingdegreedays,monthtodateheatingdegreedaysnormal,monthtodatesnowfalli,monthtodatesnowfallm,precipi,precipm,precipsource,rain,since1jancoolingdegreedays,since1jancoolingdegreedaysnormal,since1julheatingdegreedays,since1julheatingdegreedaysnormal,since1julsnowfalli,since1julsnowfallm,since1sepcoolingdegreedays,since1sepcoolingdegreedaysnormal,since1sepheatingdegreedays,since1sepheatingdegreedaysnormal,snow,snowdepthi,snowdepthm,snowfalli,snowfallm,thunder,tornado
0,"{'pretty': '12:00 AM +07 on September 13, 2015', 'year': '2015', 'mon': '09', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,81,77,25,94,29.86,1011,91,33,6.2,10.0,17,28,75,24,29.78,1008.33,84,29,5.7,9.1,306,NW,4,6,72,22,55,29.68,1005,77,25,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 14, 2015', 'year': '2015', 'mon': '09', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,83,79,26,94,29.77,1008,89,32,6.2,10.0,15,24,75,24,29.71,1005.85,82,28,5.0,8.1,270,West,6,9,73,23,62,29.62,1003,75,24,0.5,0.8,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 15, 2015', 'year': '2015', 'mon': '09', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,82,75,24,94,29.74,1007,89,32,6.2,10.0,12,18,73,23,29.67,1004.79,81,28,4.4,7.1,255,WSW,5,7,72,22,58,29.59,1002,73,23,0.3,0.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 16, 2015', 'year': '2015', 'mon': '09', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",14,,0,28,0,0,,87,75,24,94,29.77,1008,82,28,6.2,10.0,13,20,74,23,29.67,1004.83,78,26,5.2,8.4,195,SSW,5,9,73,23,79,29.62,1003,75,24,1.9,3.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 17, 2015', 'year': '2015', 'mon': '09', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",16,,0,31,0,0,,78,75,24,89,29.89,1012,87,31,6.2,10.0,13,20,73,23,29.80,1009.02,81,28,5.8,9.4,177,South,8,12,70,21,58,29.71,1006,75,24,5.0,8.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 18, 2015', 'year': '2015', 'mon': '09', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,76,77,25,94,29.95,1014,91,33,6.2,10.0,9,15,74,24,29.89,1012.15,84,29,4.4,7.1,68,ENE,3,5,72,22,55,29.83,1010,77,25,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 19, 2015', 'year': '2015', 'mon': '09', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,77,77,25,94,29.92,1013,95,35,6.2,10.0,14,22,73,23,29.85,1010.81,84,29,4.8,7.7,14,NNE,5,8,72,22,49,29.74,1007,73,23,1.2,2.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 20, 2015', 'year': '2015', 'mon': '09', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,77,77,25,94,29.86,1011,93,34,6.2,10.0,18,30,75,24,29.78,1008.45,84,29,5.1,8.2,293,WNW,3,5,72,22,56,29.68,1005,75,24,0.9,1.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 21, 2015', 'year': '2015', 'mon': '09', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,78,77,25,94,29.86,1011,91,33,6.2,10.0,14,22,74,23,29.77,1007.94,83,28,5.6,9.1,274,West,4,6,72,22,55,29.68,1005,75,24,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 22, 2015', 'year': '2015', 'mon': '09', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,77,77,25,94,29.86,1011,93,34,6.2,10.0,13,20,75,24,29.77,1008.06,85,30,5.3,8.6,235,SW,4,7,72,22,55,29.68,1005,77,25,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 23, 2015', 'year': '2015', 'mon': '09', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,74,77,25,89,29.86,1011,91,33,6.2,10.0,14,22,75,24,29.79,1008.77,84,29,5.3,8.6,259,West,5,8,72,22,55,29.71,1006,77,25,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 24, 2015', 'year': '2015', 'mon': '09', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,72,77,25,89,29.86,1011,91,33,6.2,10.0,15,24,74,23,29.79,1008.60,84,30,6.0,9.6,259,West,7,11,72,22,52,29.71,1006,78,26,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 25, 2015', 'year': '2015', 'mon': '09', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,73,75,24,89,29.80,1009,89,32,6.2,10.0,22,35,74,23,29.75,1007.28,84,29,6.2,10.0,255,WSW,7,12,72,22,58,29.65,1004,78,26,6.2,10.0,4,6,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 26, 2015', 'year': '2015', 'mon': '09', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,73,77,25,89,29.80,1009,93,34,6.2,10.0,13,20,74,24,29.74,1007.00,86,30,5.7,9.1,256,WSW,7,11,72,22,52,29.65,1004,78,26,1.9,3.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 27, 2015', 'year': '2015', 'mon': '09', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,77,77,25,94,29.80,1009,91,33,6.2,10.0,10,17,75,24,29.75,1007.23,84,30,5.8,9.4,258,WSW,5,7,72,22,52,29.68,1005,77,25,5.0,8.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 28, 2015', 'year': '2015', 'mon': '09', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,79,77,25,94,29.86,1011,91,33,6.2,10.0,13,20,74,23,29.76,1007.81,83,28,5.8,9.3,267,West,4,6,72,22,52,29.68,1005,75,24,1.6,2.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on September 29, 2015', 'year': '2015', 'mon': '09', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,75,75,24,94,29.86,1011,91,33,6.2,10.0,10,17,73,23,29.78,1008.21,83,28,5.6,9.1,278,West,4,6,72,22,52,29.68,1005,75,24,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on September 30, 2015', 'year': '2015', 'mon': '09', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,71,75,24,89,29.89,1012,93,34,6.2,10.0,13,20,74,23,29.83,1010.00,86,30,5.7,9.2,247,WSW,4,7,70,21,49,29.74,1007,78,26,0.0,0.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 01, 2015', 'year': '2015', 'mon': '10', 'mday': '01', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,70,77,25,89,29.92,1013,93,34,6.2,10.0,13,20,74,23,29.86,1010.98,86,30,6.0,9.7,257,WSW,6,9,70,21,46,29.77,1008,78,26,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 02, 2015', 'year': '2015', 'mon': '10', 'mday': '02', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,34,0,0,,75,77,25,94,29.92,1013,91,33,6.2,10.0,13,20,75,24,29.85,1010.67,84,30,5.5,8.8,275,West,4,6,72,22,55,29.77,1008,78,26,1.4,2.3,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 03, 2015', 'year': '2015', 'mon': '10', 'mday': '03', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,77,77,25,89,29.92,1013,89,32,6.2,10.0,23,37,74,23,29.86,1010.90,84,29,5.5,8.9,239,WSW,4,7,72,22,55,29.80,1009,78,26,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 04, 2015', 'year': '2015', 'mon': '10', 'mday': '04', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,75,75,24,89,29.92,1013,89,32,6.2,10.0,14,22,73,23,29.88,1011.52,83,28,5.6,9.1,227,SW,5,7,70,21,58,29.80,1009,77,25,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 05, 2015', 'year': '2015', 'mon': '10', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,73,75,24,89,29.95,1014,89,32,5.0,8.0,7,11,73,23,29.89,1012.02,83,28,4.5,7.3,274,West,3,4,70,21,52,29.80,1009,77,25,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 06, 2015', 'year': '2015', 'mon': '10', 'mday': '06', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,72,77,25,94,29.92,1013,91,33,5.0,8.0,10,17,74,23,29.86,1011.00,84,29,3.5,5.6,308,NW,3,5,72,22,52,29.77,1008,77,25,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 07, 2015', 'year': '2015', 'mon': '10', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,75,77,25,94,29.92,1013,91,33,6.2,10.0,12,18,74,23,29.85,1010.75,83,28,4.8,7.7,202,SSW,4,7,72,22,55,29.77,1008,75,24,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 08, 2015', 'year': '2015', 'mon': '10', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,78,77,25,94,29.89,1012,91,33,6.2,10.0,13,20,75,24,29.84,1010.19,84,29,3.7,6.0,163,SSE,3,5,73,23,55,29.74,1007,77,25,0.9,1.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 09, 2015', 'year': '2015', 'mon': '10', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,82,75,24,94,29.89,1012,93,34,6.2,10.0,17,28,73,23,29.84,1010.21,84,29,4.4,7.1,30,NNE,5,8,72,22,49,29.74,1007,75,24,0.4,0.7,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 10, 2015', 'year': '2015', 'mon': '10', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,78,77,25,94,29.92,1013,91,33,6.2,10.0,15,24,74,23,29.85,1010.73,83,28,4.4,7.1,285,WNW,3,5,72,22,55,29.77,1008,75,24,1.4,2.3,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 11, 2015', 'year': '2015', 'mon': '10', 'mday': '11', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,73,77,25,94,29.95,1014,93,34,6.2,10.0,8,13,74,23,29.87,1011.21,85,30,5.1,8.1,306,NW,3,4,68,20,46,29.77,1008,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 12, 2015', 'year': '2015', 'mon': '10', 'mday': '12', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,79,77,25,94,29.95,1014,91,33,6.2,10.0,12,18,75,24,29.88,1011.72,84,29,5.3,8.5,103,ESE,3,5,72,22,55,29.80,1009,77,25,1.7,2.8,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 13, 2015', 'year': '2015', 'mon': '10', 'mday': '13', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",21,,1,36,0,0,,77,77,25,94,29.95,1014,95,35,6.2,10.0,14,22,75,24,29.88,1011.79,86,30,5.0,8.0,71,ENE,4,6,70,21,44,29.80,1009,77,25,0.5,0.8,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 14, 2015', 'year': '2015', 'mon': '10', 'mday': '14', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,80,77,25,94,29.92,1013,93,34,6.2,10.0,10,17,75,24,29.86,1011.04,84,29,4.8,7.7,346,NNW,3,6,72,22,56,29.77,1008,75,24,1.5,2.4,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 15, 2015', 'year': '2015', 'mon': '10', 'mday': '15', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",17,,0,32,0,0,,82,77,25,94,29.92,1013,89,32,6.2,10.0,10,17,74,23,29.85,1010.50,82,28,5.2,8.3,282,WNW,3,4,72,22,59,29.74,1007,75,24,2.5,4.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 16, 2015', 'year': '2015', 'mon': '10', 'mday': '16', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,81,77,25,94,29.89,1012,91,33,6.2,10.0,13,20,74,23,29.83,1010.08,83,28,4.9,7.8,296,WNW,3,5,72,22,55,29.74,1007,75,24,0.7,1.2,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 17, 2015', 'year': '2015', 'mon': '10', 'mday': '17', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,74,77,25,94,29.89,1012,91,33,6.2,10.0,8,13,74,23,29.82,1009.58,83,28,5.0,8.1,289,WNW,3,5,72,22,52,29.74,1007,75,24,0.7,1.1,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 18, 2015', 'year': '2015', 'mon': '10', 'mday': '18', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,78,77,25,89,29.89,1012,89,32,6.2,10.0,13,20,75,24,29.85,1010.58,84,29,5.9,9.5,251,WSW,4,7,72,22,58,29.80,1009,78,26,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 19, 2015', 'year': '2015', 'mon': '10', 'mday': '19', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,74,75,24,89,29.89,1012,93,34,6.2,10.0,10,17,74,23,29.83,1009.88,85,30,5.7,9.3,239,WSW,3,5,72,22,52,29.74,1007,77,25,1.8,2.9,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 20, 2015', 'year': '2015', 'mon': '10', 'mday': '20', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,78,77,25,94,29.86,1011,89,32,6.2,10.0,10,17,75,24,29.78,1008.48,84,29,5.2,8.3,128,SE,3,4,73,23,62,29.71,1006,78,26,0.3,0.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 21, 2015', 'year': '2015', 'mon': '10', 'mday': '21', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,34,0,0,,81,77,25,94,29.86,1011,89,32,6.2,10.0,8,13,75,24,29.80,1008.85,84,29,4.6,7.4,323,NW,2,4,72,22,62,29.74,1007,78,26,0.9,1.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 22, 2015', 'year': '2015', 'mon': '10', 'mday': '22', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,79,79,26,94,29.89,1012,93,34,6.2,10.0,13,20,75,24,29.80,1009.09,84,29,4.8,7.7,173,South,3,4,72,22,52,29.71,1006,75,24,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 23, 2015', 'year': '2015', 'mon': '10', 'mday': '23', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",15,,0,30,0,0,,82,77,25,94,29.89,1012,87,31,6.2,10.0,16,26,74,23,29.82,1009.81,80,27,4.4,7.1,154,SSE,5,8,70,21,62,29.74,1007,73,23,0.4,0.7,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on October 24, 2015', 'year': '2015', 'mon': '10', 'mday': '24', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,72,75,24,94,29.89,1012,93,34,6.2,10.0,9,15,72,22,29.84,1010.20,84,29,4.7,7.6,92,East,3,5,70,21,46,29.77,1008,75,24,0.6,1.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 25, 2015', 'year': '2015', 'mon': '10', 'mday': '25', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,68,75,24,89,29.92,1013,93,34,6.2,10.0,10,17,72,22,29.85,1010.67,85,30,5.7,9.1,102,ESE,6,9,68,20,44,29.77,1008,77,25,2.5,4.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 26, 2015', 'year': '2015', 'mon': '10', 'mday': '26', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,36,0,0,,68,75,24,84,29.92,1013,93,34,6.2,10.0,9,15,73,23,29.85,1010.83,86,30,5.8,9.4,93,East,4,6,70,21,49,29.77,1008,78,26,3.7,6.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 27, 2015', 'year': '2015', 'mon': '10', 'mday': '27', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,70,75,24,100,29.92,1013,93,34,6.2,10.0,12,18,73,23,29.85,1010.52,84,29,5.1,8.3,84,East,4,7,70,21,49,29.77,1008,75,24,3.1,5.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on October 28, 2015', 'year': '2015', 'mon': '10', 'mday': '28', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,68,75,24,94,29.92,1013,93,34,6.2,10.0,12,18,73,23,29.87,1011.46,85,30,5.9,9.5,93,East,4,7,68,20,44,29.80,1009,77,25,4.3,7.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on October 29, 2015', 'year': '2015', 'mon': '10', 'mday': '29', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,64,75,24,89,29.95,1014,95,35,6.2,10.0,10,17,71,22,29.88,1011.77,85,30,5.9,9.4,80,East,5,8,64,18,39,29.80,1009,75,24,3.1,5.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on October 30, 2015', 'year': '2015', 'mon': '10', 'mday': '30', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",14,,0,29,0,0,,82,75,24,89,29.89,1012,80,27,6.2,10.0,5,7,74,23,29.86,1010.92,79,26,6.2,10.0,38,NE,3,4,73,23,79,29.83,1010,78,26,6.2,10.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '10:00 PM +07 on November 04, 2015', 'year': '2015', 'mon': '11', 'mday': '04', 'hour': '22', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",13,,0,28,0,0,,84,73,23,89,29.83,1010,78,26,6.2,10.0,4,6,73,23,29.83,1010.00,78,26,5.8,9.3,310,NW,2,4,73,23,83,29.83,1010,77,25,5.0,8.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on November 05, 2015', 'year': '2015', 'mon': '11', 'mday': '05', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",15,,0,30,0,0,,84,75,24,100,29.86,1011,87,31,6.2,10.0,10,17,74,23,29.79,1008.81,80,27,5.4,8.8,47,NE,3,4,72,22,58,29.71,1006,73,23,0.3,0.5,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:30 AM +07 on November 06, 2015', 'year': '2015', 'mon': '11', 'mday': '06', 'hour': '00', 'min': '30', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,77,77,25,89,29.86,1011,89,32,6.2,10.0,15,24,75,24,29.80,1009.02,83,28,6.2,10.0,115,ESE,6,9,73,23,62,29.74,1007,77,25,5.0,8.0,2,4,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM ICT on November 07, 2015', 'year': '2015', 'mon': '11', 'mday': '07', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,74,77,25,89,29.92,1013,91,33,6.2,10.0,9,15,74,23,29.85,1010.62,84,29,6.1,9.8,120,ESE,5,8,72,22,55,29.77,1008,77,25,3.7,6.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on November 08, 2015', 'year': '2015', 'mon': '11', 'mday': '08', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",18,,0,33,0,0,,77,75,24,94,29.92,1013,89,32,6.2,10.0,12,18,74,23,29.86,1011.11,83,28,6.0,9.6,73,ENE,4,7,72,22,59,29.80,1009,77,25,2.5,4.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,1,0
0,"{'pretty': '12:00 AM +07 on November 09, 2015', 'year': '2015', 'mon': '11', 'mday': '09', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",19,,0,34,0,0,,75,77,25,94,29.89,1012,91,33,6.2,10.0,12,18,74,23,29.83,1010.09,84,29,5.4,8.7,102,ESE,4,6,72,22,52,29.74,1007,77,25,1.9,3.0,0,0,,,,,,,0.00,0.0,3Or6HourObs,1,,,,,,,,,,,0,,,,,0,0
0,"{'pretty': '12:00 AM +07 on November 10, 2015', 'year': '2015', 'mon': '11', 'mday': '10', 'hour': '00', 'min': '00', 'tzname': 'Asia/Ho_Chi_Minh'}",20,,0,35,0,0,,70,77,25,89,29.86,1011,93,34,6.2,10.0,10,17,73,23,29.80,1009.06,85,30,5.8,9.3,111,ESE,4,7,68,20,46,29.71,1006,77,25,3.1,5.0,1,2,,,,,,,0.00,0.0,3Or6HourObs,0,,,,,,,,,,,0,,,,,0,0
